DOEID,House,School,Income,Climate,UR,TOTSQFT,HDD65,CDD65,KWH,TOTALBTUSPH,TOTALBTUCOL,STOVEN,OVEN
5256,Single-Family Detached,Bachlor's,32500,"Very Cold/
Cold",U,2744,6960,413,3718,112820,879,1,0
5257,Single-Family Detached,Master's,130000,"Very Cold/
Cold",R,5108,6220,323,14326,55535,2621,0,2
5258,Single-Family Detached,Bachlor's,82500,Mixed-Humid,U,4416,4572,1064,6121,165041,1818,0,1
5259,Single-Family Detached,Associate's,67500,"Hot-Dry/
Mixed-Dry",U,2952,1187,820,5170,12483,0,0,1
5261,Single-Family Detached,Some College,87500,"Very Cold/
Cold",U,2460,6316,425,15787,43605,3296,1,0
5263,Single-Family Detached,High School,57500,"Very Cold/
Cold",R,1752,6601,579,7515,35071,404,1,0
5264,Single-Family Detached,Some College,1250,"Hot-Dry/
Mixed-Dry",U,1902,854,1381,3138,48244,0,1,0
5265,Single-Family Detached,Associate's,67500,"Very Cold/
Cold",U,1774,5404,707,11104,50842,3164,1,0
5266,Single-Family Detached,High School,57500,Mixed-Humid,U,5628,5491,761,11104,15936,1685,1,0
5269,Mobile Home,Some College,27500,"Hot-Dry/
Mixed-Dry",U,600,996,4318,11847,4474,9090,1,0
5270,Single-Family Detached,Bachlor's,42500,Mixed-Humid,U,2213,4973,1117,11493,26910,3984,1,0
5271,Single-Family Detached,Some College,17500,"Hot-Dry/
Mixed-Dry",U,1498,3087,2011,10688,50356,8013,0,0
5272,Single-Family Detached,Some College,77500,"Hot-Dry/
Mixed-Dry",U,1300,4046,1370,4566,45003,4844,1,0
5274,Single-Family Detached,Associate's,62500,"Very Cold/
Cold",R,2497,7349,304,6027,42002,0,1,0
5275,Single-Family Detached,Associate's,27500,Mixed-Humid,U,2543,5401,644,10732,59130,4786,1,0
5276,Single-Family Attached,Master's,87500,Marine,U,4234,4682,320,11806,68139,0,2,0
5277,Single-Family Detached,Some College,47500,"Very Cold/
Cold",U,2808,8998,183,3207,53772,107,0,1
5280,Single-Family Detached,Some k-12,42500,Mixed-Humid,U,1177,3393,1625,16016,72912,3912,0,1
5283,Single-Family Detached,High School,77500,"Very Cold/
Cold",U,2660,5661,637,2110,33257,267,1,0
5285,Single-Family Detached,Master's,130000,"Very Cold/
Cold",U,2352,5088,810,5155,68715,2900,1,0
5286,Single-Family Detached,Some College,130000,"Very Cold/
Cold",U,3204,8211,364,6360,71813,565,1,0
5288,Single-Family Detached,Associate's,110000,"Hot-Dry/
Mixed-Dry",U,2180,2754,2071,4962,25757,3617,1,0
5289,Single-Family Detached,Some College,32500,"Very Cold/
Cold",R,3312,7812,336,6981,57400,0,1,0
5290,Single-Family Detached,Master's,130000,"Very Cold/
Cold",U,4576,5867,671,13585,122202,3378,1,0
5291,Mobile Home,Some College,37500,Mixed-Humid,R,952,4118,1235,18724,26736,1708,1,0
5292,Single-Family Attached,Some College,42500,"Hot-Dry/
Mixed-Dry",U,1364,1186,821,5885,30890,0,1,0
5293,Single-Family Detached,Some College,52500,"Very Cold/
Cold",U,3867,5662,649,3109,32081,420,1,0
5294,Single-Family Detached,High School,37500,"Very Cold/
Cold",U,1664,5753,609,9802,51959,363,1,0
5296,Single-Family Detached,Bachlor's,130000,"Hot-Dry/
Mixed-Dry",U,2259,1425,1239,16094,37333,8931,0,1
5297,Single-Family Detached,Some College,47500,Hot-Humid,U,1680,1046,3244,17701,4943,7464,1,0
5299,Single-Family Detached,High School,27500,"Very Cold/
Cold",R,1120,5953,651,8278,68552,0,1,0
5300,Single-Family Detached,Some College,32500,Mixed-Humid,U,3296,4589,1480,4479,5041,1525,1,0
5302,Single-Family Detached,High School,22500,Mixed-Humid,R,936,3111,2050,17531,18737,5352,1,1
5305,Single-Family Detached,High School,27500,"Very Cold/
Cold",U,1456,7365,323,5083,87368,151,1,0
5306,Single-Family Attached,High School,8750,Mixed-Humid,U,1069,4167,1424,5229,31878,1539,1,0
5307,Single-Family Detached,Master's,130000,Mixed-Humid,U,5346,4951,1017,15887,67809,6576,1,0
5308,Single-Family Detached,Bachlor's,130000,Hot-Humid,U,2241,2544,2379,13590,31537,18765,1,1
5313,Single-Family Detached,Master's,110000,"Very Cold/
Cold",R,5184,5470,743,8603,48627,3067,1,0
5314,Single-Family Detached,Bachlor's,130000,"Very Cold/
Cold",R,4453,6860,546,17210,15841,2324,1,0
5317,Single-Family Detached,High School,27500,"Very Cold/
Cold",U,2835,6742,547,6607,58660,2586,1,0
5319,Single-Family Detached,Some College,77500,"Very Cold/
Cold",R,1836,5328,963,22943,17349,6583,1,0
5320,Single-Family Detached,Some k-12,27500,Mixed-Humid,U,2659,4800,1324,11531,101489,10434,1,0
5321,Single-Family Attached,High School,1250,"Very Cold/
Cold",U,695,5939,481,5938,18450,130,1,0
5323,Single-Family Attached,Bachlor's,47500,"Hot-Dry/
Mixed-Dry",U,2030,1899,3770,8028,41827,13786,1,0
5324,Single-Family Detached,Some College,22500,"Very Cold/
Cold",U,925,5970,638,9174,48495,928,1,0
5325,Single-Family Detached,Associate's,62500,"Hot-Dry/
Mixed-Dry",U,1257,2461,2381,13057,5903,16865,1,0
5327,Single-Family Detached,Some College,62500,"Hot-Dry/
Mixed-Dry",U,1350,1277,3583,12209,10383,12260,1,0
5328,Single-Family Detached,Some College,12500,"Very Cold/
Cold",R,2040,6775,377,9924,1684,202,1,0
5329,Single-Family Detached,Some College,42500,Mixed-Humid,U,1376,4318,1484,16979,45670,8894,1,0
5330,Single-Family Detached,Associate's,27500,Mixed-Humid,U,1008,4677,1346,2699,61659,861,1,0
5331,Single-Family Detached,Master's,67500,"Very Cold/
Cold",U,4464,6945,405,6949,47155,0,1,0
5332,Single-Family Detached,Some College,27500,"Hot-Dry/
Mixed-Dry",U,1175,2436,1324,13266,33464,4241,1,0
5333,Single-Family Detached,Associate's,62500,"Very Cold/
Cold",U,1360,6844,362,3811,96931,116,1,0
5334,Mobile Home,High School,47500,Mixed-Humid,R,1280,4768,943,22211,15315,5014,1,0
5337,Single-Family Detached,Some College,130000,"Hot-Dry/
Mixed-Dry",U,2435,792,1720,5562,14181,0,1,0
5338,Single-Family Detached,Professional,47500,"Hot-Dry/
Mixed-Dry",U,4248,1200,1226,8334,32856,3204,0,2
5339,Single-Family Detached,High School,17500,Mixed-Humid,U,2580,4539,1066,6648,76973,1609,1,0
5341,Single-Family Detached,Some College,130000,Mixed-Humid,U,1628,5763,579,9972,62566,826,1,0
5343,Single-Family Detached,Bachlor's,130000,Hot-Humid,U,2478,1661,2592,20337,5270,14031,1,0
5345,Single-Family Detached,Some College,22500,Mixed-Humid,U,1426,3385,1599,8628,40775,5698,1,0
5346,Single-Family Detached,Some k-12,32500,"Very Cold/
Cold",U,5400,5690,740,5205,102218,4050,1,0
5348,Single-Family Detached,Some k-12,17500,"Hot-Dry/
Mixed-Dry",U,1697,1610,1825,6960,8163,0,1,0
5349,Single-Family Detached,Some College,130000,Mixed-Humid,U,3012,5339,834,18567,97777,2417,1,0
5351,Single-Family Detached,Some College,37500,Hot-Humid,R,3829,2706,1919,24133,7043,15957,1,1
5352,Single-Family Detached,Some College,37500,"Very Cold/
Cold",U,2124,7612,636,8534,76969,2919,1,0
5353,Single-Family Detached,Master's,110000,"Very Cold/
Cold",U,3036,6007,714,8583,41970,2149,1,0
5354,Single-Family Detached,Some College,72500,Hot-Humid,U,1551,731,3517,10697,0,11562,1,0
5356,Single-Family Detached,Some College,57500,Hot-Humid,U,1529,2239,2507,14343,26202,10239,1,0
5357,Mobile Home,Some k-12,27500,Hot-Humid,U,1155,556,3485,16539,3017,13619,1,0
5358,Single-Family Detached,Some College,52500,"Very Cold/
Cold",U,2300,5652,657,9331,66390,863,1,0
5359,Single-Family Detached,High School,12500,"Very Cold/
Cold",U,2539,6434,506,2256,113036,915,1,0
5361,Single-Family Detached,Some College,72500,Mixed-Humid,R,3650,4638,1172,17875,15069,11629,1,0
5362,Single-Family Detached,Associate's,67500,"Hot-Dry/
Mixed-Dry",U,1309,1112,1601,3721,0,0,1,0
5363,Single-Family Detached,Bachlor's,37500,"Very Cold/
Cold",U,8909,7236,390,20644,98377,6539,1,1
5364,Single-Family Detached,Some k-12,8750,Mixed-Humid,R,2006,3426,1281,11741,9385,7447,1,0
5365,Single-Family Detached,Bachlor's,130000,"Very Cold/
Cold",U,4038,6618,520,14267,141818,3148,2,0
5368,Single-Family Attached,Some College,110000,Mixed-Humid,U,4326,4957,1025,18879,66805,16599,1,0
5369,Single-Family Detached,Some College,130000,Marine,U,2838,2659,186,16140,20405,237,0,1
5371,Single-Family Attached,Associate's,72500,"Very Cold/
Cold",U,2500,5198,812,7780,6583,2732,1,0
5372,Mobile Home,Some k-12,22500,Hot-Humid,U,940,1607,2856,4751,3862,2122,1,0
5373,Single-Family Detached,High School,27500,Mixed-Humid,U,1000,5125,925,16577,41486,5275,1,0
5374,Single-Family Attached,Associate's,17500,Hot-Humid,U,1600,635,3689,12733,2963,9831,1,0
5376,Single-Family Detached,Some k-12,22500,"Hot-Dry/
Mixed-Dry",U,2585,1003,4499,14346,2291,19789,1,0
5378,Single-Family Detached,Associate's,62500,"Very Cold/
Cold",U,1200,6212,568,8193,54747,1291,1,0
5379,Single-Family Detached,Some College,57500,Mixed-Humid,U,1144,3302,1646,24311,16521,8586,1,0
5380,Single-Family Detached,High School,72500,"Very Cold/
Cold",U,2016,7607,273,10417,56022,0,1,0
5382,Single-Family Attached,High School,27500,Marine,U,945,5140,320,29653,20511,324,1,0
5383,Single-Family Detached,Some College,52500,Hot-Humid,U,1404,205,4365,18643,3601,11415,1,0
5386,Single-Family Detached,High School,27500,"Very Cold/
Cold",R,2470,9152,313,11094,58479,572,1,0
5387,Single-Family Detached,High School,47500,Hot-Humid,U,2200,1076,2663,10496,3214,10198,1,0
5389,Mobile Home,High School,22500,Mixed-Humid,U,980,4241,1218,11685,8098,2996,1,0
5390,Single-Family Detached,Bachlor's,17500,Marine,R,4652,5091,229,40473,7510,0,0,2
5392,Single-Family Detached,Bachlor's,42500,Marine,U,2088,2806,417,9327,40914,0,0,1
5393,Mobile Home,Some College,32500,"Very Cold/
Cold",R,1280,9341,416,8603,65326,586,1,0
5395,Single-Family Detached,High School,130000,Hot-Humid,R,2470,1049,2712,24447,5972,17970,1,0
5397,Single-Family Detached,Bachlor's,67500,"Very Cold/
Cold",U,3744,5851,766,11419,52752,6619,1,0
5398,Single-Family Detached,Some College,67500,Mixed-Humid,U,2800,4856,1306,15415,47739,17001,1,0
5399,Single-Family Detached,Master's,130000,"Very Cold/
Cold",U,4175,6346,443,10495,66682,1561,1,0
5400,Single-Family Detached,Some k-12,77500,"Very Cold/
Cold",U,2205,6224,557,23963,100222,0,1,0
5401,Single-Family Detached,Associate's,22500,Hot-Humid,U,1024,611,3502,16774,5789,9041,1,0
5402,Single-Family Detached,Some College,57500,Hot-Humid,U,1150,258,4275,14295,2164,12801,1,0
5404,Single-Family Detached,High School,52500,"Very Cold/
Cold",U,3144,6632,572,6018,6917,878,1,0
5405,Single-Family Detached,High School,27500,"Very Cold/
Cold",U,4134,7706,202,5636,69677,0,1,0
5406,Single-Family Detached,Associate's,87500,"Very Cold/
Cold",U,2556,7068,407,6387,66120,3352,0,1
5408,Single-Family Detached,Some College,52500,Hot-Humid,U,1258,2001,2902,24091,45406,18655,1,0
5409,Single-Family Detached,Bachlor's,37500,Mixed-Humid,R,960,2591,2003,6310,3548,4326,1,0
5410,Single-Family Detached,Doctorate,77500,"Very Cold/
Cold",U,2436,6561,533,2367,174517,217,1,0
5411,Single-Family Detached,Bachlor's,82500,"Hot-Dry/
Mixed-Dry",U,2472,1119,1335,11297,18333,3159,0,2
5413,Single-Family Detached,Some College,8750,"Hot-Dry/
Mixed-Dry",U,2146,844,1391,2523,29391,0,1,0
5416,Single-Family Detached,Some College,130000,"Very Cold/
Cold",U,4234,7409,324,6131,52649,448,1,0
5418,Single-Family Detached,High School,17500,Marine,U,1768,4678,248,7577,50462,0,1,0
5419,Single-Family Detached,High School,17500,Hot-Humid,U,744,1728,2654,7429,18981,10148,1,0
5420,Single-Family Attached,Some k-12,22500,"Very Cold/
Cold",U,1093,5574,678,3904,55817,1762,1,0
5421,Single-Family Detached,Some College,37500,"Very Cold/
Cold",U,1320,5146,720,2009,97607,671,1,0
5424,Single-Family Detached,Some College,130000,Mixed-Humid,U,5293,5029,993,14591,59134,9540,0,1
5426,Single-Family Detached,Associate's,47500,"Very Cold/
Cold",R,1848,7570,232,8111,92922,348,1,0
5427,Single-Family Detached,Associate's,12500,Mixed-Humid,R,2678,4313,1237,25240,22002,2470,1,0
5428,Single-Family Detached,Some k-12,27500,Hot-Humid,U,2184,2259,2562,16054,6894,10002,1,0
5429,Single-Family Detached,High School,8750,"Very Cold/
Cold",U,753,6307,678,2266,41608,211,1,0
5430,Single-Family Detached,Bachlor's,37500,Mixed-Humid,R,3252,4533,1128,12695,3791,7946,1,0
5431,Single-Family Detached,High School,22500,Hot-Humid,U,1024,2347,2134,13043,13914,8080,1,0
5432,Single-Family Attached,High School,47500,"Very Cold/
Cold",U,3532,7062,639,8927,90761,3093,1,0
5433,Single-Family Detached,Bachlor's,130000,"Very Cold/
Cold",U,2760,6504,387,8302,98001,873,0,1
5434,Single-Family Detached,High School,37500,"Very Cold/
Cold",U,2610,5813,522,4445,45896,607,1,0
5435,Single-Family Detached,High School,32500,"Hot-Dry/
Mixed-Dry",U,1684,2233,1560,17490,25216,10356,1,0
5436,Single-Family Detached,High School,27500,"Very Cold/
Cold",U,1998,8713,297,6425,79608,566,1,0
5437,Single-Family Detached,Bachlor's,110000,"Very Cold/
Cold",R,2589,8325,360,14506,2751,848,2,0
5438,Single-Family Detached,Associate's,97500,Mixed-Humid,U,1380,4439,1256,6271,45605,3575,1,0
5439,Single-Family Detached,Master's,110000,"Very Cold/
Cold",U,3497,6465,414,9340,82760,1313,1,0
5440,Single-Family Detached,High School,72500,Mixed-Humid,R,3510,3487,1730,15946,11004,7944,1,0
5441,Single-Family Detached,High School,27500,Mixed-Humid,U,1320,3117,1681,15571,9069,6919,1,0
5442,Single-Family Detached,Bachlor's,92500,"Very Cold/
Cold",U,3213,6563,434,9419,77432,1246,1,1
5444,Single-Family Detached,Master's,130000,Mixed-Humid,U,3078,4157,774,14439,86953,3105,0,1
5446,Single-Family Attached,Bachlor's,32500,Mixed-Humid,U,1620,3101,1752,10565,7128,7039,1,0
5448,Mobile Home,Associate's,47500,Mixed-Humid,U,2128,4462,1522,17784,34646,10383,1,0
5450,Single-Family Detached,Associate's,72500,"Very Cold/
Cold",R,3819,6308,475,10996,76795,474,1,0
5451,Single-Family Attached,Bachlor's,82500,Mixed-Humid,U,2879,4761,906,4464,51531,1446,0,1
5452,Single-Family Detached,Master's,110000,Mixed-Humid,U,1232,4955,753,15608,11841,2959,1,0
5454,Single-Family Detached,High School,52500,Mixed-Humid,R,4292,3226,1594,17323,69633,9611,0,0
5456,Single-Family Detached,High School,8750,"Very Cold/
Cold",U,2034,6384,818,2970,70693,1026,1,0
5458,Single-Family Detached,Bachlor's,130000,Mixed-Humid,R,8535,5522,907,10413,8098,2012,1,0
5459,Single-Family Detached,Master's,47500,"Very Cold/
Cold",U,1968,5353,737,5177,38218,1670,1,0
5460,Single-Family Detached,High School,37500,"Hot-Dry/
Mixed-Dry",U,1564,2213,2867,7170,28421,5805,1,0
5461,Single-Family Detached,High School,8750,Hot-Humid,R,648,2404,2190,7044,28829,8160,1,0
5463,Single-Family Detached,Bachlor's,47500,"Very Cold/
Cold",R,1404,6850,354,7158,50909,0,1,0
5465,Single-Family Detached,Some College,72500,Mixed-Humid,R,2160,3775,1528,27885,37083,14492,1,0
5466,Mobile Home,Some k-12,22500,Hot-Humid,U,1464,400,4062,9856,2994,16942,1,0
5469,Single-Family Attached,No schooling,97500,"Very Cold/
Cold",U,1529,6832,362,37432,29474,1641,1,0
5470,Single-Family Detached,Bachlor's,17500,Mixed-Humid,U,3930,4950,1079,4302,54377,3328,1,0
5472,Mobile Home,Some k-12,12500,Marine,U,136,4703,453,1278,2705,119,1,0
5473,Single-Family Detached,No schooling,32500,"Hot-Dry/
Mixed-Dry",U,1640,1338,510,2024,0,0,1,0
5475,Single-Family Detached,Some College,32500,"Hot-Dry/
Mixed-Dry",R,1200,4538,1354,13110,51500,4659,0,1
5476,Single-Family Attached,Bachlor's,92500,"Very Cold/
Cold",U,1785,6580,237,7983,33442,444,1,0
5477,Single-Family Detached,High School,12500,"Very Cold/
Cold",U,3234,6178,568,4468,148767,902,1,0
5478,Single-Family Detached,Some College,47500,"Very Cold/
Cold",U,2568,8564,322,13651,51024,417,1,0
5481,Mobile Home,High School,32500,Hot-Humid,R,1288,2326,2263,16443,5050,8870,1,0
5483,Single-Family Detached,Some College,110000,"Hot-Dry/
Mixed-Dry",U,1732,2319,1858,11467,32632,13726,1,0
5484,Single-Family Detached,Some College,32500,"Hot-Dry/
Mixed-Dry",U,843,870,1365,3299,0,0,1,0
5485,Single-Family Attached,High School,42500,"Very Cold/
Cold",U,1645,8473,333,3527,37781,444,1,0
5486,Single-Family Detached,Master's,130000,"Very Cold/
Cold",U,3460,5392,754,13043,95443,4897,1,0
5487,Mobile Home,Some k-12,42500,"Very Cold/
Cold",R,2040,6194,603,8469,34517,624,1,0
5488,Single-Family Detached,High School,17500,Hot-Humid,U,3136,2336,1923,14640,8330,16578,1,0
5489,Single-Family Detached,Associate's,130000,"Very Cold/
Cold",U,4688,10366,138,13886,20592,692,1,0
5490,Single-Family Detached,High School,62500,Hot-Humid,U,2320,1045,2719,11378,3202,9025,1,0
5491,Single-Family Detached,Bachlor's,57500,"Hot-Dry/
Mixed-Dry",U,1829,1148,1186,4462,14158,483,1,0
5493,Single-Family Detached,Doctorate,67500,"Very Cold/
Cold",U,3522,9214,167,5986,134562,0,1,0
5494,Single-Family Detached,Some College,87500,Mixed-Humid,U,2701,4545,1219,17250,70684,8074,0,1
5495,Mobile Home,High School,27500,Hot-Humid,R,1482,1467,3392,10440,18538,16731,1,0
5496,Single-Family Detached,Associate's,32500,"Very Cold/
Cold",U,1230,5513,705,9188,27573,1007,1,0
5497,Single-Family Detached,Some College,62500,Hot-Humid,U,2322,1375,2926,6754,22690,10335,1,0
5500,Single-Family Detached,High School,130000,"Hot-Dry/
Mixed-Dry",R,2646,3789,944,15384,3574,3721,1,0
5502,Single-Family Detached,Associate's,110000,"Hot-Dry/
Mixed-Dry",U,2520,1562,2022,12970,20583,3534,1,0
5503,Single-Family Detached,High School,12500,Mixed-Humid,R,938,4579,1181,10347,16809,3793,1,0
5504,Single-Family Detached,Associate's,130000,"Very Cold/
Cold",U,3450,6788,334,9816,91621,981,0,1
5505,Single-Family Attached,Master's,92500,"Very Cold/
Cold",U,2421,5353,712,14313,12721,4041,1,0
5507,Single-Family Detached,Some College,32500,"Hot-Dry/
Mixed-Dry",U,1350,1204,1505,5611,17634,5639,1,0
5508,Single-Family Detached,Professional,130000,"Hot-Dry/
Mixed-Dry",U,4318,1239,836,10221,35439,0,1,0
5509,Single-Family Detached,High School,17500,Mixed-Humid,U,1125,3880,1357,7514,36566,3938,1,0
5510,Single-Family Detached,High School,57500,"Hot-Dry/
Mixed-Dry",U,1920,1993,3638,11441,16427,17353,1,0
5511,Single-Family Detached,Some k-12,1250,Hot-Humid,U,1378,233,4283,8897,0,0,1,0
5512,Mobile Home,High School,22500,"Hot-Dry/
Mixed-Dry",R,1152,2648,1969,10801,1363,7875,0,2
5513,Single-Family Detached,High School,22500,"Very Cold/
Cold",R,2663,8253,378,7306,55754,0,1,0
5514,Single-Family Detached,Bachlor's,110000,"Very Cold/
Cold",R,6048,7030,484,8070,71208,4701,1,0
5516,Single-Family Detached,Some College,77500,Hot-Humid,U,1560,2103,2746,15924,8230,12321,1,0
5517,Single-Family Detached,Some k-12,12500,Mixed-Humid,U,3168,4965,843,5542,92258,917,1,0
5519,Single-Family Detached,Some College,77500,"Very Cold/
Cold",U,2584,7743,280,9569,114419,0,1,0
5520,Single-Family Detached,Associate's,52500,"Very Cold/
Cold",U,1872,6869,650,18551,26962,3156,1,0
5521,Single-Family Detached,Associate's,52500,"Very Cold/
Cold",U,2121,7928,337,36135,31927,1611,1,0
5522,Single-Family Detached,Master's,42500,"Very Cold/
Cold",R,6942,6359,229,5939,87185,0,1,1
5524,Mobile Home,Some k-12,6250,Hot-Humid,U,808,1324,3014,5867,5904,2598,0,0
5526,Single-Family Attached,Bachlor's,130000,Hot-Humid,R,3171,1628,2820,15993,27178,15853,1,0
5527,Single-Family Detached,Some College,32500,Mixed-Humid,U,1075,4474,1242,6415,35603,2485,1,0
5528,Single-Family Detached,High School,32500,"Hot-Dry/
Mixed-Dry",U,1428,721,1531,4027,16751,1317,0,1
5530,Single-Family Detached,Some k-12,52500,Mixed-Humid,U,1886,5331,703,2651,65131,0,1,0
5531,Single-Family Detached,Master's,130000,Mixed-Humid,U,2139,3968,1578,11736,2970,7328,1,0
5532,Single-Family Attached,High School,42500,"Very Cold/
Cold",U,1478,6071,510,11734,18809,347,1,0
5533,Single-Family Detached,Bachlor's,8750,Mixed-Humid,R,2842,4238,1180,12164,38417,2053,1,0
5536,Single-Family Detached,Master's,130000,Mixed-Humid,U,2932,4795,897,13221,30120,4468,1,0
5537,Single-Family Detached,Some College,62500,Marine,U,2006,4943,293,19193,14701,747,1,0
5539,Single-Family Detached,Bachlor's,97500,Hot-Humid,U,1770,2026,2786,15340,43068,7091,1,0
5540,Single-Family Detached,High School,12500,Mixed-Humid,U,2520,4361,1127,26762,24522,3133,1,0
5543,Single-Family Detached,Associate's,1250,Mixed-Humid,R,4035,3338,1744,9285,62367,7814,1,0
5545,Single-Family Detached,High School,17500,Mixed-Humid,R,3952,5057,970,10734,13091,1421,1,0
5546,Mobile Home,High School,22500,Mixed-Humid,R,1236,2945,1842,18126,11364,8668,1,0
5547,Single-Family Detached,Bachlor's,97500,Mixed-Humid,R,4719,4480,1240,15887,34174,8034,2,1
5548,Single-Family Detached,Some k-12,77500,"Very Cold/
Cold",U,3045,7764,443,5226,75124,393,1,0
5549,Single-Family Attached,Bachlor's,37500,Mixed-Humid,U,3600,4692,1047,2288,135580,0,1,0
5551,Single-Family Detached,No schooling,12500,Hot-Humid,U,950,2230,2517,12314,12323,11030,1,0
5552,Single-Family Detached,Some College,27500,"Very Cold/
Cold",U,1311,5873,510,3279,52304,0,1,0
5555,Single-Family Detached,Associate's,97500,Mixed-Humid,R,2700,4227,1188,27054,13944,9573,1,0
